"","beta_hat_1","seb1","beta_hat_2","seb2","p_value"
"208640",0.0133532986643004,0.00897776859511139,0.00148183201982988,0.00897776859511139,0.136916087025239
"320990",-0.0126410114082771,0.0077301298784727,0.0118010035884222,0.0077301298784727,0.101988070490145
"163544",-0.00102997758864476,0.00744550336525281,0.00361456364908236,0.00744550336525281,0.889975253514211
"359305",0.00224097173353031,0.00765764088492404,-0.0020270200490817,0.00765764088492404,0.769793372315566
"160906",0.000704642187720768,0.00720500355802733,0.00582085465634436,0.00720500355802733,0.922091896530801
"211401",-0.00310820072710933,0.00737206510456571,0.00118975599295423,0.00737206510456571,0.673303332784253
"57676",0.00661024310508344,0.00714284970625031,-0.0146122297141911,0.00714284970625031,0.354739680916804
"560871",0.00518001851299512,0.01125,0.0139204220013834,0.01125,0.645196058589833
"221365",-0.00406252741575795,0.00798542915094665,0.0120638426568548,0.00798542915094665,0.610932708361972
"515350",0.00164703013689365,0.00808493329957542,0.000903701422806556,0.00808493329957542,0.838575451257243
"128189",0.014991737726426,0.01379263576124,-0.0191870767859869,0.01379263576124,0.277064281623708
"547429",0.0164513780615002,0.0129725248544337,0.0117354059176509,0.0129725248544337,0.204736939202005
"553611",0.0198066452019767,0.01379263576124,0.000497069586324725,0.01379263576124,0.150993671418494
"438703",0.00131074996729609,0.0148174374172089,0.005127157927149,0.0148174374172089,0.929511104358562
"284542",0.0012167115099577,0.00780860065062497,0.0146476157892656,0.00780860065062497,0.876177393150629
"114952",-0.00615108582445613,0.00717768303325105,0.00952458746028077,0.00717768303325105,0.391459401364841
"576109",0.00301732862958109,0.00716526456168009,0.00200048549173247,0.00716526456168009,0.673678421207229
"232432",0.00425643811909081,0.0122983738762488,-0.0345883105350173,0.0122983738762488,0.729269340349785
"475395",-0.000430968621422154,0.00741994688181925,-0.012368591610486,0.00741994688181925,0.953682961427922
"176454",-0.00532498240375214,0.00723572865928299,0.0198457301626596,0.00723572865928299,0.461773920407557
"458753",-0.00196698266024762,0.00785022331123245,-0.00818485756085798,0.00785022331123245,0.802151286078252
"256530",-0.0113639030112567,0.0126199155481837,-0.00862764139745481,0.0126199155481837,0.367868174636835
"251407",-0.000309590997501463,0.00719092495506675,0.00403849433527451,0.00719092495506675,0.965659273413277
"131561",-0.00877368869567657,0.011034108608992,0.0109430143573459,0.011034108608992,0.426530615352596
"379681",-0.00545585611977565,0.00715365724857399,0.00767706305405109,0.00715365724857399,0.445662198774657
"575351",0.00381882277259978,0.00708881023281178,0.00318577988624524,0.00708881023281178,0.590086017324559
"85440",-0.00451250701009057,0.00780860065062497,0.00456618056209573,0.00780860065062497,0.563338838478378
"358077",-0.0226644550665773,0.0161451198080727,0.0330866789213845,0.0161451198080727,0.160379596949702
"543319",-0.00114079016257112,0.00872526130661585,-0.0074443334162988,0.00872526130661585,0.895976500519028
"582365",0.00476152112774606,0.00897776859511139,-0.0111832441529016,0.00897776859511139,0.595856811823833
"528550",0.00213221092541219,0.00986063602700875,0.0171973004613799,0.00986063602700875,0.828804865723056
"350391",0.00136619420396048,0.00707142857142857,-0.00900361315525071,0.00707142857142857,0.846802980623279
"121653",-0.0149910325647523,0.0133613094479521,0.00952036426633849,0.0133613094479521,0.261873788948933
"176823",0.00507485431098875,0.00752900694868281,0.0040263280989557,0.00752900694868281,0.50028567516403
"20872",0.00914516711100266,0.0122983738762488,-0.0314821251072414,0.0122983738762488,0.457113764828773
"464243",-0.00106905517417167,0.00726998450614483,0.00794653050326157,0.00726998450614483,0.883092125825653
"521820",0.00356189619353284,0.00719092495506675,0.017196957963595,0.00719092495506675,0.620365692560078
"415268",-0.00165966707593232,0.00723572865928299,-0.00209941194808479,0.00723572865928299,0.818580492626618
"232301",0.00530297479746442,0.0133613094479521,0.0687476717881921,0.0133613094479521,0.69144831983236
"292926",0.00661680198376953,0.00707684659947774,-0.00845018633420514,0.00707684659947774,0.349791910461726
"534531",-0.00694121176310241,0.007219933050367,0.0021430650318636,0.007219933050367,0.336353303016004
"60019",-0.00581523327890197,0.00734968415259167,0.0073596853162877,0.00734968415259167,0.428814337801476
"67209",0.007673477068865,0.00717768303325105,0.0102105369718476,0.00717768303325105,0.285036153098726
"552993",0.00777402516410764,0.00726998450614483,0.00168239054617852,0.00726998450614483,0.284920214452329
"219272",0.00640922141194195,0.00765764088492404,0.0134981427574011,0.00765764088492404,0.402609011328816
"18583",0.00861400638244801,0.0104681346273359,0.00981596589095133,0.0104681346273359,0.410576902109155
"40597",0.00484807387008099,0.00710741941793177,-0.0049487859685009,0.00710741941793177,0.495166550141808
"569842",-0.00887902274040137,0.0161451198080727,-0.00214123095037109,0.0161451198080727,0.582353069328914
"331546",0.0153822319093329,0.0148174374172089,-0.0213965963534666,0.0148174374172089,0.299215643425919
"70040",0.00941371961692046,0.00813774987161519,-0.00459879769345966,0.00813774987161519,0.247355559978899
"370232",0.0141663066253061,0.0106445459452953,0.00343162165342263,0.0106445459452953,0.183237980825848
"513705",0.00324432693047654,0.00725240667622842,-0.00011199078595058,0.00725240667622842,0.654626073546116
"480389",0.00113276478438971,0.00857472340488996,0.013964025907584,0.00857472340488996,0.894901153611622
"370133",0.0113538940554166,0.0106445459452953,-0.00371514481926989,0.0106445459452953,0.286134618653385
"496000",0.000558272200839894,0.00714284970625031,-0.00515820271279485,0.00714284970625031,0.937702220187583
"446598",0.00570772025248209,0.007219933050367,0.00695533605193963,0.007219933050367,0.429206457737057
"533093",-0.00940404272449446,0.0075,-0.016625101476624,0.0075,0.209888401695173
"355944",-0.00580071383416701,0.0103024439273986,-0.0164192606532686,0.0103024439273986,0.573405940935176
"256364",-0.00470615935046993,0.00708409004722802,0.000825763125358305,0.00708409004722802,0.506480405950382
"546631",-0.0122904919440213,0.0103024439273986,-0.00318888021177512,0.0103024439273986,0.232881676989254
"207430",-0.00360111797602628,0.00739547702025656,0.00172388844316711,0.00739547702025656,0.626304263154252
"414975",-0.000879818446738533,0.00715365724857399,-0.00546786400068932,0.00715365724857399,0.90211610794801
"30029",-0.00563041734634357,0.0097292892319458,0.0131106391677528,0.0097292892319458,0.56278622860851
"553826",-0.00897681971252304,0.0077301298784727,-0.010965076175105,0.0077301298784727,0.245529391949619
"316942",0.00317815243069166,0.00711512473537885,-0.00419546728937124,0.00711512473537885,0.655109319927492
"531139",0.00659791881027036,0.00755923436954639,-4.87049557595992e-05,0.00755923436954639,0.382756302186077
"126926",-0.000506681673832245,0.00850420064270761,0.0186931890448563,0.00850420064270761,0.952490016678831
"274473",-0.0159875549610074,0.0161451198080727,-0.00619578531422741,0.0161451198080727,0.322056476845038
"125974",-0.0081427738235619,0.0075907211527659,-0.00476961631232176,0.0075907211527659,0.28339348681771
"235888",-0.00754101913391099,0.0114821685105471,0.00155047527645151,0.0114821685105471,0.511335799890162
"349622",-0.00529472052153991,0.01379263576124,0.0103538940346633,0.01379263576124,0.701067202088413
"175175",-0.00431944334599652,0.00888974556426603,-0.00158497233270768,0.00888974556426603,0.627044770105676
"142420",0.00741059992592089,0.00715365724857399,0.00630492833092698,0.00715365724857399,0.30024055482376
"580542",0.0100373549199726,0.00713283141908991,-0.0065009675556642,0.00713283141908991,0.15936665586474
"280123",-0.000170692316768629,0.0161451198080727,0.0139697684236598,0.0161451198080727,0.991564619606609
"299857",-0.0060417855848201,0.00710741941793177,-0.00906000036390578,0.00710741941793177,0.395287611865743
"560824",0.00114119219408889,0.00813774987161519,0.00436058633445013,0.00813774987161519,0.888474820018027
"131190",-0.0026025835066033,0.00708010340017146,0.0153449251322528,0.00708010340017146,0.713178098387905
"310257",-0.00701116792314887,0.00785022331123245,0.00114450868431673,0.00785022331123245,0.371794517972552
"242686",-0.00424035401366844,0.00709426834277486,0.00444211702811415,0.00709426834277486,0.550029794100106
"468597",-0.000707104452034788,0.00715365724857399,0.00660528573113104,0.00715365724857399,0.921261205249003
"46124",0.0110313925411966,0.0103024439273986,0.00793547643731906,0.0103024439273986,0.284279640673601
"82885",-0.00203550147191351,0.0104681346273359,-0.0136929168214627,0.0104681346273359,0.845825584955835
"202381",-0.00133157454578691,0.00872526130661585,-0.0144001290744999,0.00872526130661585,0.878704716119854
"564526",0.00440625772846169,0.0071235927143097,0.00454366330207002,0.0071235927143097,0.536216599896488
"508019",0.00673609771248748,0.0106445459452953,0.00551030987641075,0.0106445459452953,0.526850203921787
"490737",0.0132875134102221,0.00937473098609731,-0.00103355144669395,0.00937473098609731,0.156373190788536
"52974",0.0031193198154653,0.00837181238221026,0.0133835709801404,0.00837181238221026,0.709447726904257
"457621",-0.00450008133281207,0.00819273716999796,-0.0121301118452554,0.00819273716999796,0.582815432752775
"409241",0.00554933358816185,0.00707431663712849,-0.00106006813964358,0.00707431663712849,0.432785570040157
"581488",0.0048640103715913,0.00720500355802733,0.00473677027342049,0.00720500355802733,0.499619951560581
"526347",0.00361232317794613,0.0148174374172089,-0.012406862546575,0.0148174374172089,0.807394505220014
"58258",-0.00724979875322416,0.00986063602700875,0.00475363800768468,0.00986063602700875,0.462201695957984
"531682",-0.00681122062808442,0.00710046946804693,0.00765961979713516,0.00710046946804693,0.337426058195449
"12802",-0.00727006787267506,0.00725240667622842,0.00420401497791932,0.00725240667622842,0.316133439545786
"269014",0.00481085139822886,0.00707142857142857,-0.0102148293650199,0.00707142857142857,0.49630033154879
"515083",-0.0149646732865397,0.011034108608992,0.000854084634085646,0.011034108608992,0.175029338677264
"370167",-0.0052460298957489,0.00765764088492404,0.000134198464814582,0.00765764088492404,0.493298937979621
"2144",0.00113592550952481,0.00715365724857399,0.00894957883474957,0.00715365724857399,0.873834737952507
"561604",0.0061731001485794,0.00769316466798259,-0.0143890794563338,0.00769316466798259,0.422313734232778
"289630",-4.63643771507985e-05,0.00707684659947774,0.00610890446871497,0.00707684659947774,0.994772649719438
"407802",-0.00518405694322933,0.00708010340017146,0.00829801140261971,0.00708010340017146,0.464046053231794
"410624",0.0011040835226238,0.01125,-0.00277955221106807,0.01125,0.921820523862446
"234104",0.00891703098146838,0.00716526456168009,0.000780838072684675,0.00716526456168009,0.213322825334009
"369663",0.010724629539892,0.00830965119273404,6.80590127344899e-05,0.00830965119273404,0.196834328538603
"87009",0.0109142380175685,0.00830965119273404,-0.00151197237135829,0.00830965119273404,0.189034330998292
"466859",0.00257048540086249,0.00785022331123245,0.0103143622858531,0.00785022331123245,0.743334319140514
"455116",-0.00482616847005951,0.0108327807109271,0.0159397322657005,0.0108327807109271,0.655947477364756
"238444",-0.00205139147091172,0.0126199155481837,0.0159276686017491,0.0126199155481837,0.870871247618812
"454036",-0.00160861511295975,0.00813774987161519,0.00335765557986492,0.00813774987161519,0.84330075395454
"339721",0.0053678681368197,0.00716526456168009,0.00703115912496032,0.00716526456168009,0.453765944439663
"151661",0.00490534915162432,0.00709426834277486,0.000393664346376594,0.00709426834277486,0.489281259329555
"191343",-0.00378496420445044,0.00906998140567803,-0.0113175044212156,0.00906998140567803,0.676454072743129
"177638",0.00396646439479401,0.00711512473537885,-0.00127149632629919,0.00711512473537885,0.577206752983829
"461008",-0.00893422443059351,0.00808493329957542,-0.00919448628655273,0.00808493329957542,0.269139591623757
"276160",-0.00698365121748039,0.00916666666666667,-0.00770252193797767,0.00916666666666667,0.44614782744032
"294974",0.00242336976118282,0.00819273716999796,-0.0016092514613037,0.00819273716999796,0.767386728349118
"21183",-0.00807917205769173,0.00830965119273404,-0.014640244144602,0.00830965119273404,0.330919387098872
"189956",-0.00657873905062305,0.0129725248544337,-0.000721652614373873,0.0129725248544337,0.612064551971269
"125917",0.000430771584281125,0.00765764088492404,0.00243217384490832,0.00765764088492404,0.955139603482014
"77263",0.00125446757185559,0.00872526130661585,-0.0073600954991511,0.00872526130661585,0.885678766846524
"226408",-0.00549565964473366,0.00737206510456571,0.0049741507840363,0.00737206510456571,0.455987126417185
"362915",-0.00336929429906382,0.0101465107634235,0.00137367061558877,0.0101465107634235,0.739840683815787
"440082",0.00479266697872649,0.00719092495506675,-0.00123879533037226,0.00719092495506675,0.505099072498582
"239908",0.00524440458222356,0.0129725248544337,0.00267958368704463,0.0129725248544337,0.686014072597195
"370623",-0.00400861323699234,0.00789352217376326,-0.00125085467856721,0.00789352217376326,0.611568493121061
"571657",-0.0102140676461656,0.00717768303325105,0.00477697283671913,0.00717768303325105,0.154727080768009
"368175",0.00822866963202188,0.007472176943733,0.00209706803131313,0.007472176943733,0.270791664059679
"87350",-0.00027064078864767,0.00723572865928299,-0.00534216610955667,0.00723572865928299,0.970163368889422
"562843",-0.00166444930867317,0.0104681346273359,-0.011784570606659,0.0104681346273359,0.873667676930708
"584110",-0.00197717609087428,0.00710046946804693,-0.00293087268809463,0.00710046946804693,0.780661497399854
"424277",0.00784938513254839,0.0122983738762488,0.011995885168687,0.0122983738762488,0.523313705706825
"26718",-0.00640779233230442,0.00843661487732108,0.00175453982181393,0.00843661487732108,0.447540519860482
"569023",-0.0129027932202018,0.01379263576124,-0.0147763555163695,0.01379263576124,0.349538807623321
"414671",-0.00349218237411371,0.01379263576124,-0.0046380913239918,0.01379263576124,0.800119997228894
"338600",0.00418829141393014,0.00872526130661585,0.000266975396174041,0.00872526130661585,0.631213866005799
"168243",-0.00674413101373385,0.00888974556426603,0.0129990516003229,0.00888974556426603,0.448066965967981
"447869",-0.00635398945503053,0.00798542915094665,-0.00149456092491888,0.00798542915094665,0.426207629615398
"87048",0.000790529013268543,0.00728848072093987,-0.0156530755720715,0.00728848072093987,0.913628589151899
"376235",0.0106362515314822,0.00730791511754897,0.0186965238277248,0.00730791511754897,0.145546749223657
"515315",0.0114598382195525,0.0133613094479521,-0.00943303084309537,0.0133613094479521,0.391064625721503
"575637",0.00805190344836032,0.00803418998036979,-0.00245236744945123,0.00803418998036979,0.316244708886293
"433599",-0.00879063160385747,0.0129725248544337,0.0010286802001925,0.0129725248544337,0.498003406664025
"351835",-0.00323750685779171,0.00710741941793177,0.0123722525863976,0.00710741941793177,0.648741743635228
"340708",0.00164650825115603,0.0071235927143097,0.00265411949439396,0.0071235927143097,0.817210290548652
"415114",0.00212468337100264,0.00708881023281178,-0.00964758171047383,0.00708881023281178,0.764388033391329
"438693",-0.00307729394894559,0.00762350865746701,-0.000257834215404485,0.00762350865746701,0.68646387249002
"205843",0.014050116762129,0.0148174374172089,0.0154014172959401,0.0148174374172089,0.343020000683066
"28108",-0.00199142700442849,0.00864834990295583,-0.00649088441709748,0.00864834990295583,0.817884533864275
"92971",-0.00591205021072818,0.00707684659947774,0.0152978018180654,0.00707684659947774,0.40348834939225
"508959",-0.00548145441141686,0.00755923436954639,-0.00273120794997278,0.00755923436954639,0.468370107258538
"171593",0.00291043862845847,0.00708409004722802,0.00542975385689074,0.00708409004722802,0.681188714250735
"57289",0.00402059037644886,0.0101465107634235,-0.00847095107736183,0.0101465107634235,0.691918029081043
"259004",-0.00657638711579724,0.00986063602700875,-0.00593981784660806,0.00986063602700875,0.504814701028175
"419587",0.00915126301282939,0.00762350865746701,0.00147408714142759,0.00762350865746701,0.229983864899715
"50620",0.000416839057996031,0.00715365724857399,0.000165719168731115,0.00715365724857399,0.953534070040994
"229289",-0.00213639119182923,0.00880565482868965,0.00125013483259471,0.00880565482868965,0.808303022546352
"97587",-0.000366942173290472,0.00719092495506675,-0.0217576573163747,0.00719092495506675,0.959302803847608
"339539",-0.0063839402597989,0.00728848072093987,0.00234338063688664,0.00728848072093987,0.381087383608343
"195137",0.0108707865138468,0.0106445459452953,-0.00141721391099264,0.0106445459452953,0.307134052346498
"454703",-0.0034004984680188,0.00793856620135735,0.00940332762499782,0.00793856620135735,0.668395071069396
"350008",-0.0055978389063107,0.0092681354540188,0.00573543847577619,0.0092681354540188,0.545851885080044
"2664",0.00285594707357651,0.0148174374172089,0.0152596925737842,0.0148174374172089,0.847160788338135
"562660",0.00696158727348815,0.00711512473537885,0.0133767124037274,0.00711512473537885,0.327866158932067
"519056",-0.0054171640078706,0.00765764088492404,0.00315951051158381,0.00765764088492404,0.479305861143325
"473581",-0.000746466523304662,0.00708010340017146,0.00608254749835642,0.00708010340017146,0.916033354532631
"241069",-0.0127675970516803,0.0122983738762488,-0.00217031199114106,0.0122983738762488,0.299198704451398
"292907",0.0017912204265383,0.007472176943733,-0.00792574216699627,0.007472176943733,0.810548349166901
"409724",-0.00375097782469386,0.00708010340017146,-0.00448087946811506,0.00708010340017146,0.59625657520025
"361262",0.00630866660122206,0.0161451198080727,0.0459840605259364,0.0161451198080727,0.695983820596048
"76906",0.00859945052809018,0.00793856620135735,-0.0045672468317176,0.00793856620135735,0.278697545126595
"286622",0.000329878310995972,0.00850420064270761,-0.0137644481989823,0.00850420064270761,0.969057783172653
"315279",0.00301248850907104,0.00793856620135735,0.00288888025538838,0.00793856620135735,0.704335062723406
"414773",0.00478518028844254,0.0075907211527659,-0.00562589911397544,0.0075907211527659,0.52843380065496
"584629",-0.00463380100897044,0.00725240667622842,-0.00167644796333423,0.00725240667622842,0.522866603880696
"442693",-0.0231168952661713,0.0154348726628258,0.00389889912515343,0.0154348726628258,0.134209755518738
"471689",0.00709524107710973,0.00725240667622842,-0.000839408959961191,0.00725240667622842,0.32791154229294
"86831",0.00212653485807835,0.00741994688181925,0.0212175359849804,0.00741994688181925,0.774420876516263
"574704",0.00767441136448211,0.00726998450614483,0.00898969218677142,0.00726998450614483,0.291137438895313
"179178",0.00280522173054235,0.00707431663712849,-0.00487562464319783,0.00707431663712849,0.69170960259557
"99192",0.00358019231045918,0.00916666666666667,0.00288001814958929,0.00916666666666667,0.696117740646579
"365165",-0.00514806471614838,0.0103024439273986,-0.0152733417073041,0.0103024439273986,0.617290879167836
"344328",9.23626299075241e-05,0.00708409004722802,-0.00335977302069931,0.00708409004722802,0.98959744609949
"244016",0.00246224291895258,0.00719092495506675,0.00603404605501922,0.00719092495506675,0.732042541283762
"239572",0.00334334870548453,0.0142745575680297,-0.00912727242279079,0.0142745575680297,0.814816264758383
"484291",0.000854689333977132,0.00755923436954639,-0.0125338132470031,0.00755923436954639,0.90997855101722
"320290",-0.00556146771388738,0.00793856620135735,0.003502022628617,0.00793856620135735,0.483575621668288
"519040",0.00575712404427392,0.00707142857142857,0.000536882905670986,0.00707142857142857,0.415565467035978
"299899",-0.000848572038357838,0.00843661487732107,0.00733225020274925,0.00843661487732107,0.919882244677445
"227151",0.0080782840988749,0.0122983738762488,-0.0180838891621024,0.0122983738762488,0.511272287348484
"513629",0.00276761054121468,0.00723572865928299,0.00466661976044269,0.00723572865928299,0.702096234705913
"23940",-0.00899121736793776,0.0075907211527659,-0.00168523045127725,0.0075907211527659,0.236214770871898
"546630",0.00708615583395021,0.00798542915094665,-0.000551119980871725,0.00798542915094665,0.374871266487191
"277800",-0.00764418713285412,0.0097292892319458,-0.00116560552530515,0.0097292892319458,0.432050214746744
"518118",-0.00470583454027333,0.0129725248544337,-0.00388275973121991,0.0129725248544337,0.716788699809365
"558341",-0.000805155313597213,0.00707251118150938,-0.00611314461145133,0.00707251118150938,0.909362315737888
"542368",0.00082376971836293,0.011034108608992,-0.00897525482046965,0.011034108608992,0.940487890004077
"252682",-0.00884487849051981,0.00986063602700875,0.00190880512827303,0.00986063602700875,0.369724979310803
"573730",-0.00844315953690426,0.00715365724857399,-0.0172289131953798,0.00715365724857399,0.237897709423171
"76944",-0.00111897679673746,0.00906998140567804,0.0263225273455038,0.00906998140567804,0.901812960511415
"275387",0.00783746578249631,0.00717768303325105,-0.00338265231739629,0.00717768303325105,0.274867645957986
"93722",0.00487515934280936,0.00986063602700875,0.00851679479881752,0.00986063602700875,0.621019353759486
"203971",0.0119376038464809,0.00825,0.00831033798009783,0.00825,0.147901885333189
"214182",-0.0087203842059587,0.00710046946804693,-0.000350737316934619,0.00710046946804693,0.219393696898173
"111658",0.0128827722763839,0.0101465107634235,-0.000601879274293836,0.0101465107634235,0.204200378590752
"111675",-0.00302402424899443,0.00762350865746701,-0.00666965562071683,0.00762350865746701,0.691610141631977
"244840",0.0092639287153168,0.00780860065062497,0.00946700502702932,0.00780860065062497,0.235474234027713
"351192",0.0184704805779939,0.012003748311973,0.0180238356662429,0.012003748311973,0.123871182752373
"464350",0.00115770929985405,0.00707251118150938,0.00157808767237789,0.00707251118150938,0.869974083242093
"408226",0.00114254322692687,0.0133613094479521,-0.0197093803420878,0.0133613094479521,0.931854895240224
"29135",-0.00667246786094748,0.00720500355802733,0.00380341307822559,0.00720500355802733,0.354400211763444
"24181",-0.0144200568802616,0.00948683298050514,0.009035118913414,0.00948683298050514,0.128509101311776
"145474",0.00702609742201571,0.00720500355802733,0.00499418269111249,0.00720500355802733,0.329476346547834
"539172",-0.00727933468279855,0.00819273716999796,0.00814446717810424,0.00819273716999796,0.374266099833785
"88969",-0.0073725185980129,0.00798542915094665,0.0211108647328432,0.00798542915094665,0.355878821115131
"245230",-0.0048327239614766,0.00720500355802733,0.00668331740101529,0.00720500355802733,0.502382649946069
"458318",0.00909901134138894,0.00897776859511139,-0.000323187546807791,0.00897776859511139,0.310819116434486
"115129",0.0111011790509571,0.00769316466798259,0.00827461512738444,0.00769316466798259,0.149022579085778
"145167",-0.00478364229466816,0.00960486275561587,-0.00994658914541776,0.00960486275561587,0.618453174518744
"223468",-0.00208755564160417,0.00986063602700875,-0.0006317242273178,0.00986063602700875,0.832336420260662
"521539",0.00357122798665501,0.0106445459452953,-0.00168887235611994,0.0106445459452953,0.737249161862729
"226981",-0.00603091149975539,0.0122983738762488,0.00903992069083524,0.0122983738762488,0.623863017715184
"88099",0.0088432221750021,0.00906998140567804,0.0145693769449977,0.00906998140567804,0.329560790209828
"186194",-0.00360166641346267,0.007472176943733,0.00580271410109256,0.007472176943733,0.629798613848583
"298219",0.00921483228033205,0.00737206510456571,-0.0116601504465475,0.00737206510456571,0.211311890935101
"519376",0.0195502985241704,0.0129725248544337,0.0139859568285972,0.0129725248544337,0.131796756005796
"246256",0.00206310035401097,0.00798542915094665,0.00014821100868646,0.00798542915094665,0.796130545527914
"117670",0.00177383934208149,0.0117326252127144,-0.00282918810003362,0.0117326252127144,0.879826931924775
"362539",-0.00474444346797114,0.00789352217376326,-0.002789329641039,0.00789352217376326,0.547803143446787
"122505",0.000225946053331259,0.00765764088492404,-0.00415410514364451,0.00765764088492404,0.976461064819308
"541761",-0.00756552924466525,0.00713283141908991,0.0038010841720336,0.00713283141908991,0.288843152398369
"520600",-0.00937158062592963,0.0161451198080727,-0.0150168562764806,0.0161451198080727,0.561605105800718
"116112",-0.00684794110576123,0.0126199155481837,-0.0181624732959683,0.0126199155481837,0.587384779328605
"18702",-0.00553111486663181,0.00765764088492404,0.00474731572057382,0.00765764088492404,0.470109984236805
"316235",-0.00687784516731362,0.00948683298050514,-0.00637917415774916,0.00948683298050514,0.468459062542746
"578553",0.0042606745022602,0.00739547702025656,0.00237548099465312,0.00739547702025656,0.564534779308171
